Дата,Пользователь,Страниц,Копий,Принтер,Документ,Компьютер,Формат листа,Драйвер,Высота,Ширина,Двусторонняя печать,Черно-белый,Размер файла
2026-04-07 15:44:31,lyubov.trofimova,1,1,Kyocera ECOSYS M2040dn KX,"document",EKA-WS-UXM00336,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,36kb,
2026-04-07 15:44:56,ebykova,2,1,Kyocera ECOSYS M2040dn KX,"РСТ МЕТРОЛОГИЯ",EKA-WS-HE00016,A4,PCL6,,,DUPLEX,GRAYSCALE,319kb,
2026-04-07 15:44:58,elena.chistyakova,1,2,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"Табличный документ",EKA-WS-UXM00205,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,205kb,
2026-04-07 15:45:09,rafael.mirsalimov,8,1,Kyocera ECOSYS M5526cdw KX,"План ТВ цех №40 апрель 2026.pdf",EKA-WS-UXM00167,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,5687kb,
2026-04-07 15:45:19,elena.chistyakova,1,2,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"Табличный документ",EKA-WS-UXM00205,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,205kb,
2026-04-07 15:45:28,k.kosheleva,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00487,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,216kb,
2026-04-07 15:45:45,marat.usmanov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"doc01118720260407154517.pdf",EKA-WS-UXM00006,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,1566kb,
2026-04-07 15:45:52,e.cheboksarova,1,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Word - ОБЛОЖКА ДЕЛА ШР",EKA-WS-UXM00308,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,68kb,
2026-04-07 15:46:01,irina.anoshkina,4,1,HP LaserJet Pro M428-M429 PCL-6 (V4),"План технологической подготовки производства №4 на апрель 2026г.pdf",EKA-WS-UXM00465,,XPS,356mm,216mm,DUPLEX,GRAYSCALE,38486kb,
2026-04-07 15:46:01,valentina.filimonova,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Заявка на транспорт на инспекторов 08.10.2025",EKA-WS-UXM00077,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,79kb,
2026-04-07 15:46:02,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"Документ о качестве МК_УХМ 1101.01.212.01П_Технопром.pdf",EKA-WS-UXM00288,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,825kb,
2026-04-07 15:46:09,mikhail.martyanov,1,1,Kyocera ECOSYS M4125idn KX,"010103 Спецификация закуп доставка  автотранспортом до склада Покупателя.XLSX",EKA-WS-UXM00454,A4,EMF,,,DUPLEX,GRAYSCALE,78kb,
2026-04-07 15:46:15,olga.tatsenko,1,1,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"Табличный документ",EKA-WS-UXM00423,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,209kb,
2026-04-07 15:46:40,yuliya.bolshakova,1,11,Kyocera ECOSYS M5526cdn KX,"телефоны актуальные.pdf",EKA-WS-UXM00352,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,720kb,
2026-04-07 15:46:50,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"Документ о качестве МК_УХМ 1101.01.212.01П_Технопром.pdf",EKA-WS-UXM00288,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,654kb,
2026-04-07 15:46:56,ilya.selishchan,1,1,HP LaserJet 1200 Series PCL 5 (копия 1),"телефоны актуальные.pdf",EKA-WS-UXM00733,A3,EMF,,,NOT DUPLEX,GRAYSCALE,23610kb,
2026-04-07 15:46:56,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"20302 Сечкин.pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,727kb,
2026-04-07 15:47:10,irina.degtereva,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"телефоны актуальные.pdf",EKA-WS-UXMTCH05,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1130kb,
2026-04-07 15:47:24,klavdiya.tverskikh,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"doc03758120260407063733.pdf",EKA-WS-UXM00761,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,1298kb,
2026-04-07 15:47:26,e.cheboksarova,1,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Word - ОБЛОЖКА ДЕЛА ШР",EKA-WS-UXM00308,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,68kb,
2026-04-07 15:47:58,larisa.mateshko,1,1,Kyocera ECOSYS M2040dn KX,"ТР Лукойл.pdf",EKA-WS-UXM00709,A4,PCL6,,,DUPLEX,GRAYSCALE,680kb,
2026-04-07 15:48:16,marat.usmanov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"№53 С21 РД S10 SB-168 N06601 V2 по ОП724.pdf",EKA-WS-UXM00006,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,1525kb,
2026-04-07 15:48:20,kseniya.uba,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00697,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,308kb,
2026-04-07 15:48:35,larisa.mateshko,1,1,Kyocera ECOSYS M2040dn KX,"Расходы Лукойл.pdf",EKA-WS-UXM00709,A4,PCL6,,,DUPLEX,GRAYSCALE,1582kb,
2026-04-07 15:48:37,dmitriy.sakharov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Служебная записка № 562181ВП от 01.04.2026, согласование выбора поставщика вне ЭТП (штамп).pdf",EKA-NB-UXM00135,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,124kb,
2026-04-07 15:48:55,s.petukhova,1,1,HP LaserJet M1530 MFP Series PCL 6,"Табличный документ",EKA-WS-UXM00507,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,101kb,
2026-04-07 15:50:05,alfred.zhanaliev,4,1,Kyocera ECOSYS M4125idn KX,"План технологической подготовки производства №4 на апрель 2026г.pdf",EKA-WS-UXM00223,A4,EMF,,,DUPLEX,GRAYSCALE,179911kb,
2026-04-07 15:50:08,s.petukhova,1,1,HP LaserJet M1530 MFP Series PCL 6,"Табличный документ",EKA-WS-UXM00507,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,97kb,
2026-04-07 15:50:17,a.a.tokarev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - Служебная записка № 562_035ВП от 27.01.2026 Ввоз ТМЦ — копия — копия — копия — копия",EKA-WS-UXM00047,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,296kb,
2026-04-07 15:50:21,yu.ponomareva,1,1,Kyocera ECOSYS M2040dn KX,"Крепление ресивера 162т (2) (002).pdf",EKA-WS-UXM00309,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,631kb,
2026-04-07 15:50:37,lidiya.tishchenko,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"телефоны актуальные.pdf",EKA-WS-UXM00501,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,1841kb,
2026-04-07 15:50:43,ei.petukhova,2,3,Kyocera ECOSYS M5526cdn KX,"табель для рабочих.xlsx",EKA-WS-UXM00080,A4,EMF,,,NOT DUPLEX,GRAYSCALE,202kb,
2026-04-07 15:51:03,ei.petukhova,2,3,Kyocera ECOSYS M2635dn KX,"табель для рабочих.xlsx",EKA-WS-UXM00080,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,202kb,
2026-04-07 15:51:18,s.petukhova,1,1,HP LaserJet M1530 MFP Series PCL 6,"Табличный документ",EKA-WS-UXM00507,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,94kb,
2026-04-07 15:51:29,irina.sokolova,5,1,Kyocera ECOSYS M2040dn KX Основной,"Табличный документ",EKA-WS-UXM00491,A4,EMF,,,NOT DUPLEX,GRAYSCALE,383kb,
2026-04-07 15:51:52,valentina.ufimtseva,1,1,ECOSYS M2040dn,"doc06076320260407155838.pdf",EKA-WS-UXM00779,A4,EMF,,,DUPLEX,GRAYSCALE,11325kb,
2026-04-07 15:52:42,arseniy.shmatko,1,1,HP LaserJet Pro M428-M429 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00449,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,366kb,
2026-04-07 15:52:42,natalya.chebonenko,1,1,Kyocera ECOSYS M2040dn KX,"doc03744220260326033056-4.pdf",EKA-WS-UXM00886,A4,EMF,,,DUPLEX,GRAYSCALE,11325kb,
2026-04-07 15:52:51,oksana.pozdeeva,1,1,HP LaserJet Professional M1212nf MFP,"Перенаправленный документ принтера удаленного рабочего стола",EKA-WS-GHM00207,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,188kb,
2026-04-07 15:52:53,damir.kofan,2,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"Табличный документ",EKA-WS-UXM00549,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,201kb,
2026-04-07 15:52:56,mp.borisova,1,1,Kyocera ECOSYS M4125idn KX,"Крепление ресивера 162т (2).pdf",EKA-WS-UXM00075,A4,PCL6,,,DUPLEX,GRAYSCALE,631kb,
2026-04-07 15:53:18,natalya.khisamova,1,1,Kyocera ECOSYS M2040dn KX,"Повестка 07.04.2026.xlsx",EKA-WS-UXM00156,A4,EMF,,,DUPLEX,GRAYSCALE,66kb,
2026-04-07 15:53:21,i.permyakova,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Претензия (2) (1).PDF",EKA-WS-UXM00374,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,3909kb,
2026-04-07 15:53:36,lyubov.trofimova,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - ВТД планки 2056401",EKA-WS-UXM00336,A4,EMF,,,NOT DUPLEX,GRAYSCALE,173kb,
2026-04-07 15:53:55,nadezhda.petkina,2,1,Kyocera ECOSYS M2040dn KX,"document",EKA-WS-UXM00241,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,146kb,
2026-04-07 15:54:21,v.musikhina,2,1,Kyocera ECOSYS M2040dn KX,"Согласованный расчет на Тельминова А.А_ (003).pdf",EKA-WS-UXM00938,A4,PCL6,,,DUPLEX,GRAYSCALE,1090kb,
2026-04-07 15:54:29,yuriy.zolotarev,1,1,HP LaserJet Professional M1214nfh MFP,"Без имени",EKA-WS-GHM00004,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,262kb,
2026-04-07 15:54:29,yuriy.zolotarev,1,1,HP LaserJet Professional M1214nfh MFP,"Без имени",EKA-WS-GHM00004,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,364kb,
2026-04-07 15:54:41,nadezhda.petkina,2,1,Kyocera ECOSYS M2040dn KX,"document",EKA-WS-UXM00241,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,146kb,
2026-04-07 15:55:03,s.petukhova,1,1,HP LaserJet M1530 MFP Series PCL 6,"Табличный документ",EKA-WS-UXM00507,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,94kb,
2026-04-07 15:55:11,nadezhda.petkina,2,1,Kyocera ECOSYS M2040dn KX,"document",EKA-WS-UXM00241,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,146kb,
2026-04-07 15:55:58,e.cheboksarova,1,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Word - ОБЛОЖКА ДЕЛА ШР",EKA-WS-UXM00308,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,69kb,
2026-04-07 15:55:58,marat.usmanov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - ССЗ 14.07.25 Бр. Бебенин  1 смена",EKA-WS-UXM00006,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,259kb,
2026-04-07 15:56:13,e.krasnoperova,2,5,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"ТН Велесстрой Кондаков от 06.04.2026 1 комплект.xls",EKA-WS-UXM00321,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,428kb,
2026-04-07 15:56:14,vladimir.shchennikov,5,1,HP LaserJet Professional M1214nfh MFP,"Microsoft Word - Приказ обучение по ГО_2026",EKA-WS-GHM00027,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,289kb,
2026-04-07 15:56:22,nadezhda.ishchenko,1,2,HP LaserJet Professional P1102,"Табличный документ",EKA-WS-UXM00760,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,156kb,
2026-04-07 15:56:25,osokina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Расходный выплата",EKA-WS-UXM00199,A4,EMF,,,DUPLEX,GRAYSCALE,159kb,
2026-04-07 15:57:12,osokina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Расходный выплата премии",EKA-WS-UXM00199,A4,EMF,,,DUPLEX,GRAYSCALE,159kb,
2026-04-07 15:57:13,ev.meshcheryakova,3,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Outlook - Заметка",EKA-NB-UXM00031,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,2255kb,
2026-04-07 15:57:32,evgeniya.tsikalyuk,1,1,Kyocera ECOSYS M2040dn KX,"Актсверки_2026 1 кв_.pdf",EKA-WS-UXM00594,A4,PCL6,,,DUPLEX,GRAYSCALE,115kb,
2026-04-07 15:57:39,ev.meshcheryakova,7,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - Приложение №3 (КП МТР)",EKA-NB-UXM00031,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,1386kb,
2026-04-07 15:58:24,nv.nikitina,1,1,Kyocera ECOSYS M4125idn KX,"KOMPAS - К0770.01.01.037.cdw",EKA-WS-UXM00307,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,52kb,
2026-04-07 15:59:14,pavel.kotelnikov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - СЗ 2055112.11 применение паронита",EKA-WS-UXM00759,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,210kb,
2026-04-07 15:59:33,oksana.pozdeeva,3,1,HP LaserJet Professional M1212nf MFP,"show",EKA-WS-GHM00207,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,1631kb,
2026-04-07 15:59:34,elizaveta.portnova,2,1,Kyocera ECOSYS M2040dn KX,"Microsoft Outlook - Заметка",EKA-WS-UXM00526,A4,EMF,,,DUPLEX,NOT GRAYSCALE,331kb,
2026-04-07 15:59:41,galina.dostovalova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - 2005 011 з 3110 12Х18Н10Т труба 36х6",EKA-WS-UXM00606,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,477kb,
2026-04-07 15:59:42,elizaveta.portnova,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Заявка на малую закупку ",EKA-WS-UXM00526,A4,EMF,,,DUPLEX,GRAYSCALE,46kb,
2026-04-07 16:00:03,ei.petukhova,2,1,Kyocera ECOSYS M2635dn KX,"отпуска май.xlsx",EKA-WS-UXM00080,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,92kb,
2026-04-07 16:00:20,marina.zabelina,1,1,Kyocera ECOSYS M5526cdw KX,"Реестр 423 на оплату 13.04-17.04.2026.xlsx",EKA-WS-UXM00765,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,69kb,
2026-04-07 16:00:22,kseniya.uba,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00697,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,307kb,
2026-04-07 16:00:23,valentina.filimonova,2,1,Kyocera ECOSYS M2040dn KX,"Одуше-табель.pdf",EKA-WS-UXM00077,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1332kb,
2026-04-07 16:00:29,e.krasnoperova,2,6,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"ТТН 005726 от 06.04.2026.xls",EKA-WS-UXM00321,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,421kb,
2026-04-07 16:00:40,irina.kadushkina,1,1,Kyocera ECOSYS M4125idn KX,"document",EKA-WS-UXM00239,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,63kb,
2026-04-07 16:00:42,shamil.shayakhmetov,1,1,Kyocera ECOSYS M2040dn KX,"LO13072_2.pdf",EKA-WS-UXM00278,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,239kb,
2026-04-07 16:00:46,irina.kadushkina,1,1,Kyocera ECOSYS M4125idn KX,"document",EKA-WS-UXM00239,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,52kb,
2026-04-07 16:00:53,iefremova,1,1,HP LaserJet Professional M1214nfh MFP,"205511209_К0748.02_Площадки_07.04.26_маляры.xlsx",EKA-WS-GHM00198,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,101kb,
2026-04-07 16:00:56,o.bogdanova,1,2,HP LaserJet Professional M1212nf MFP,"М-15.xls",EKA-WS-GHM00208,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,124kb,
2026-04-07 16:00:59,irina.kadushkina,1,1,Kyocera ECOSYS M4125idn KX,"document",EKA-WS-UXM00239,A3,PCL6,,,NOT DUPLEX,GRAYSCALE,64kb,
2026-04-07 16:01:05,svetlana.bryksina,1,1,HP LaserJet MFP M227-M231,"Microsoft Outlook - Заметка",EKA-WS-HE00004,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,560kb,
2026-04-07 16:01:12,irina.kadushkina,1,1,Kyocera ECOSYS M4125idn KX,"document",EKA-WS-UXM00239,A3,PCL6,,,NOT DUPLEX,GRAYSCALE,58kb,
2026-04-07 16:01:23,elizaveta.vershinina,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"Microsoft Word - О вносе ИКМЗ 30.03.2026",EKA-WS-UXM00944,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,261kb,
2026-04-07 16:01:29,e.cheboksarova,1,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Word - ОБЛОЖКА ДЕЛА ШР",EKA-WS-UXM00308,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,69kb,
2026-04-07 16:01:43,arseniy.shmatko,1,3,HP LaserJet Pro M428-M429 PCL-6 (V4),"телефоны актуальные.pdf",EKA-WS-UXM00449,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1131kb,
2026-04-07 16:02:39,i.permyakova,4,1,HP LaserJet MFP M430-431 PCL-6 (V4),"№0000655-562-25 от 29.10.25.pdf",EKA-WS-UXM00374,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,2197kb,
2026-04-07 16:02:43,anastasiya.cherbaeva,1,2,HP  P1102,"Microsoft Word - Извещение №588 от 07.04.2026 -УХМ КО748.02.04.140; 02.10.100;02.03.110;02.10.000 подгтовка к ЛКП",EKA-WS-GHM00190,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,129kb,
2026-04-07 16:02:44,galina.yarushina,1,1,HP LaserJet Pro M428-M429 PCL-6 (V4),"5KK-ПК-УХМ- 024-1-2024.pdf",EKA-WS-UXM01018,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,1533kb,
2026-04-07 16:02:59,anna.sinko,5,1,HP LaserJet MFP M430-431 PCL-6 (V4),"document",EKA-WS-UXM00401,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,855kb,
2026-04-07 16:03:01,galina.ronzhina,1,1,Kyocera ECOSYS P2040dn KX,"document",EKA-WS-UXM00615,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,58kb,
2026-04-07 16:03:09,andrey.semakin,1,1,HP LaserJet Professional M1132 MFP,"Microsoft Word - Акт ГИ К0748.07",EKA-WS-GHM00186,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,261kb,
2026-04-07 16:03:12,anastasiya.cherbaeva,1,2,HP  P1102,"Microsoft Word - Извещение №588 от 07.04.2026 -УХМ КО748.02.04.140; 02.10.100;02.03.110;02.10.000 подгтовка к ЛКП",EKA-WS-GHM00190,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,112kb,
2026-04-07 16:03:24,aleksey.petkin,1,1,HP LaserJet M1522 MFP Series PCL 6,"Microsoft Word - Распоряжение выход с терр в рабочее время",EKA-WS-HE00015,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,69kb,
2026-04-07 16:03:32,i.permyakova,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"№1 от 08.11.25.pdf",EKA-WS-UXM00374,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,400kb,
2026-04-07 16:03:58,i.permyakova,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"№2 от 08.11.25.pdf",EKA-WS-UXM00374,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,417kb,
2026-04-07 16:04:24,a.zhangozina,1,1,Kyocera ECOSYS M2040dn KX Основной,"Приложение к ТР № 836_2025.pdf",EKA-WS-UXM00643,A4,EMF,,,DUPLEX,GRAYSCALE,8504kb,
2026-04-07 16:04:35,galina.dostovalova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - 2056 393 25 з 3065 12Х18Н10Т круг 120 проба",EKA-WS-UXM00606,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,475kb,
2026-04-07 16:05:09,andrey.semakin,1,1,HP LaserJet Professional M1132 MFP,"Microsoft Word - Бирка 21_30",EKA-WS-GHM00186,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,144kb,
2026-04-07 16:05:20,anastasiya.cherbaeva,3,1,HP  P1102,"Microsoft Word - Акт по обеспыливанию 2",EKA-WS-GHM00190,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,491kb,
2026-04-07 16:05:27,andrey.semakin,1,1,HP LaserJet Professional M1132 MFP,"Microsoft Word - Бирка 28_30",EKA-WS-GHM00186,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,145kb,
2026-04-07 16:06:10,i.permyakova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - 1с",EKA-WS-UXM00374,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,520kb,
2026-04-07 16:06:31,a.kokovin,3,1,HP LaserJet MFP M430-431 PCL-6 (V4),"doc02339020250910083417.pdf",EKA-WS-UXM00073,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,2897kb,
2026-04-07 16:06:35,rim.voynov,1,1,Kyocera ECOSYS M4125idn KX,"Microsoft Word - Исходящий документ АО",EKA-WS-UXM00453,A4,EMF,,,DUPLEX,GRAYSCALE,466kb,
2026-04-07 16:06:58,albina.zhukova,2,1,Kyocera ECOSYS M4125idn KX,"document",EKA-WS-UXM00783,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,72kb,
2026-04-07 16:07:01,tatyana.likhanova,1,1,HP LaserJet Pro M428-M429,"Табличный документ",EKA-WS-UXM00363,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,204kb,
2026-04-07 16:07:02,a.kokovin,3,1,HP LaserJet MFP M430-431 PCL-6 (V4),"doc02339020250910083417.pdf",EKA-WS-UXM00073,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,2897kb,
2026-04-07 16:07:26,galina.dostovalova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - 2828 159 з 3107 12Х18Н10Т табличка фирменная",EKA-WS-UXM00606,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,475kb,
2026-04-07 16:07:31,i.permyakova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"АКТ_СВ_582_19.01.26_ООО _ТД _ЧЗПО___.pdf",EKA-WS-UXM00374,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,147kb,
2026-04-07 16:07:46,lyudmila.lobza,1,1,Kyocera ECOSYS M2635dn KX,"Microsoft Word - 2006027 к-т1 м1  копия (2)",EKA-WS-UXM00588,A4,EMF,,,DUPLEX,GRAYSCALE,54kb,
2026-04-07 16:07:53,polina.nikitina,1,1,Kyocera ECOSYS M4125idn KX,"Microsoft Word - Распоряжение 2",EKA-WS-HE00024,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,63kb,
2026-04-07 16:08:12,valentina.sorokina,1,1,Kyocera ECOSYS M2040dn KX,"",EKA-WS-UXM00702,A4,EMF,,,DUPLEX,GRAYSCALE,12kb,
2026-04-07 16:08:16,albina.zhukova,2,1,Kyocera ECOSYS M4125idn KX,"document",EKA-WS-UXM00783,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,82kb,
2026-04-07 16:08:21,i.permyakova,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"УПД_121_29.10.25_ООО _ТД _ЧЗПО___.pdf",EKA-WS-UXM00374,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,121kb,
2026-04-07 16:08:27,polina.fedotova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - План управл рисками ИЦ  от 09.10.2025",EKA-WS-UXM00197,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,373kb,
2026-04-07 16:08:37,aleksey.petkin,2,1,Kyocera ECOSYS M4125idn KX,"Microsoft Word - Договор 4391R-921-0000030-26",EKA-WS-HE00015,A4,EMF,,,DUPLEX,GRAYSCALE,145kb,
2026-04-07 16:08:48,i.permyakova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"УПД_122_29.10.25_ООО _ТД _ЧЗПО___.pdf",EKA-WS-UXM00374,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,104kb,
2026-04-07 16:08:57,galina.dostovalova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - 2067 132 02 з 3051 08Х18Н10Т сегмент змеевика",EKA-WS-UXM00606,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,476kb,
2026-04-07 16:09:02,olga.yarantseva,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - цех 15",EKA-WS-UXM00900,A4,PCL6,,,DUPLEX,GRAYSCALE,172kb,
2026-04-07 16:09:05,sergey.lekomtsev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Сводные данные о работах выполняемых ССП ОП г. Глазов 07.04.2026г.xlsx",EKA-WS-GHM00227,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,508kb,
2026-04-07 16:09:11,albina.zhukova,1,1,Kyocera ECOSYS M4125idn KX,"document",EKA-WS-UXM00783,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,52kb,
2026-04-07 16:09:13,mikhail.patrushev,10,1,HP LaserJet Professional P1102,"8. Слесарь электромонтажник. (00000003).xlsm",EKA-WS-UXM00018,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,796kb,
2026-04-07 16:09:55,lyudmila.lobza,1,1,Kyocera ECOSYS M2635dn KX,"Microsoft Word - 2006027 к-т1 м1  копия (2)",EKA-WS-UXM00588,A4,EMF,,,DUPLEX,GRAYSCALE,54kb,
2026-04-07 16:10:10,anna.yuldasheva,1,3,Kyocera TASKalfa 2553ci KX,"телефоны актуальные.pdf",EKA-WS-UXM00427,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,720kb,
2026-04-07 16:10:19,larisa.mateshko,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Договор подряда АКЗ УХМ пескостуйная обработка (003)",EKA-WS-UXM00709,A4,PCL6,,,DUPLEX,GRAYSCALE,81kb,
